Iteration	Likelihood	noise_sigma_unoalseis0	r0	r1	r2	r3	r4	r5	K0	K1	K2	K3	K4	K5	x0	b0
10000	1277.1689421984	0.0124339817988974	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0110977293522299	0.0151896726355141	0.0124063851692213	0.574562357967592	0.466800917639903	0.554213529853298	0.391290934225776	0.530525287447844	0.362850389769979	0.00335136086471256	0.0764631444292436
10010	1275.85467488381	0.0124924844088836	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0112017629467258	0.0151223576675893	0.0124063851692213	0.574562357967592	0.466800917639903	0.551221170171709	0.387548522081896	0.53053158152543	0.356686055792769	0.00340356154718125	0.0764631444292436
10020	1277.98983951229	0.012332064517373	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.011147338466646	0.0151223576675893	0.0124063851692213	0.574617334333026	0.464660808859399	0.556539437021061	0.387548522081896	0.53053158152543	0.356686055792769	0.00340356154718125	0.0764631444292436
10030	1278.01388923951	0.012332064517373	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.011147338466646	0.0151223576675893	0.0124134172902144	0.573943682124494	0.464660808859399	0.556539437021061	0.387548522081896	0.53053158152543	0.356686055792769	0.00340356154718125	0.0764631444292436
10040	1278.22410814805	0.012332064517373	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.0124453862737178	0.573943682124494	0.461200991424654	0.558394214630142	0.387548522081896	0.529929649301235	0.352876706987737	0.00338116782333463	0.0760882545137836
10050	1280.85360188904	0.0127220588748022	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.012706201484929	0.575068632329361	0.461200991424654	0.558394214630142	0.387548522081896	0.529929649301235	0.352876706987737	0.00338116782333463	0.0760882545137836
10060	1280.84630018699	0.0127038369806089	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.012706201484929	0.575068632329361	0.461200991424654	0.558201863345259	0.384299892414244	0.532956811427909	0.352876706987737	0.00340090250948495	0.0760882545137836
10070	1280.6495986188	0.0127038369806089	0.0139170131626973	0.0109142300599972	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.012706201484929	0.575068632329361	0.46319781512447	0.555268715030059	0.381097841528845	0.532956811427909	0.352876706987737	0.00331867496199553	0.07663120372116
10080	1283.14695165535	0.0123842016159814	0.0139170131626973	0.0107611144433329	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.0126429237515184	0.575068632329361	0.462254865884683	0.555268715030059	0.381097841528845	0.532956811427909	0.352876706987737	0.00335702406930406	0.0760065529712872
10090	1284.19573458554	0.0123842016159814	0.0139170131626973	0.0107611144433329	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.0126429237515184	0.575068632329361	0.462547703464167	0.555707628562416	0.382855880690938	0.533927827594744	0.353944612772121	0.00335702406930406	0.0760065529712872
10100	1283.78843747687	0.0123842016159814	0.0139170131626973	0.0107611144433329	0.0141707356875684	0.0111331990114363	0.0151223576675893	0.0126429237515184	0.576459885091087	0.461122142005891	0.555707628562416	0.382855880690938	0.533927827594744	0.353944612772121	0.00335702406930406	0.0760065529712872
10110	1285.87255995399	0.0123842016159814	0.0139170131626973	0.0107611144433329	0.0141707356875684	0.0111132213943259	0.0150722715099542	0.0125641463796427	0.576459885091087	0.461122142005891	0.555707628562416	0.382855880690938	0.533927827594744	0.353944612772121	0.00342106426921316	0.0760982763627305
10120	1283.61685306688	0.0121740554548649	0.0139170131626973	0.0107611144433329	0.0141707356875684	0.0111132213943259	0.0150722715099542	0.0125641463796427	0.576459885091087	0.461122142005891	0.558708514220887	0.381416167657707	0.533927827594744	0.356995197841375	0.00342106426921316	0.0760282110905435
10130	1281.92681350526	0.0118151893546071	0.0139170131626973	0.0107169092109578	0.0141707356875684	0.0111638261987735	0.0150739004725794	0.0125641463796427	0.572954278618318	0.461122142005891	0.558708514220887	0.381416167657707	0.531287427203958	0.354972992786004	0.00342106426921316	0.0762040668494836
10140	1284.04664865279	0.0117213832282359	0.0139170131626973	0.0107159421624575	0.0141707356875684	0.0111638261987735	0.0150739004725794	0.0125641463796427	0.575414000447806	0.462541973419778	0.556932849369634	0.381416167657707	0.531287427203958	0.35483121936565	0.00342106426921316	0.0762040668494836
10150	1285.12617044652	0.0117213832282359	0.0138657134595217	0.0107920620413942	0.0141707356875684	0.0111638261987735	0.0150739004725794	0.0125641463796427	0.575414000447806	0.462541973419778	0.556932849369634	0.381416167657707	0.532327704538712	0.35483121936565	0.00342106426921316	0.0763985590664553
10160	1284.34230287179	0.0117213832282359	0.0138657134595217	0.0107920620413942	0.0141802858090043	0.0111516555251765	0.0149622804141081	0.0125641463796427	0.575414000447806	0.465266214426373	0.556932849369634	0.384506370000948	0.53269157147048	0.352635641112005	0.00342106426921316	0.0763985590664553
10170	1284.01561211008	0.0117213832282359	0.0139681984080822	0.0108064757666411	0.0141802858090043	0.0111516555251765	0.0149622804141081	0.0125641463796427	0.572772167413535	0.465266214426373	0.553954689079299	0.384506370000948	0.53269157147048	0.35829507459064	0.00342106426921316	0.0763985590664553
10180	1285.67187566478	0.0114768381175378	0.0139681984080822	0.0108064757666411	0.0141981780731135	0.0111516555251765	0.0150818933422207	0.0125641463796427	0.572772167413535	0.465266214426373	0.553954689079299	0.384506370000948	0.53269157147048	0.35829507459064	0.0033855696913606	0.0761219263547781
10190	1284.81195933169	0.0111976000508079	0.0139478695445344	0.0108064757666411	0.0141981780731135	0.0111516555251765	0.0150818933422207	0.0125641463796427	0.572772167413535	0.465266214426373	0.553954689079299	0.384506370000948	0.53269157147048	0.35829507459064	0.0033855696913606	0.0758445006683677
10200	1285.47529548358	0.0111976000508079	0.0139478695445344	0.0108064757666411	0.0141392917455902	0.0111516555251765	0.0150818933422207	0.0125641463796427	0.576699105335437	0.462629847763725	0.55329254846632	0.384506370000948	0.53269157147048	0.35829507459064	0.0033855696913606	0.0758445006683677
